year,country,country name,region,plantDay_sacks,harDay_sacks,yield,Production,Harvested_Area,yldAnom,yldAnomFD,yldAnomGau,yldAnomSmooth5,yldAnomSmooth9,yldAnomLinAbs,yldAnomSmooth5Abs,yldAnomSmooth9Abs,yldAnomGauAbs,expectedYld,expectedYldSmooth5,expectedYldSmooth9,expectedYldGau,prodAnomSmooth5,prodAnomSmooth9,prodAnomGau,directProdAnom,directProdExp,expectedProd,expectedProdSmooth5,expectedProdSmooth9,expectedProdGau,CDD1,EDD1,CDD2,EDD2,TAVG1,TAVG2,sumP1,sumP2,sfcSMgl1,sfcSMgl2,sfcSMfl1,sfcSMfl2CDD1haWgt,EDD1haWgt,CDD2haWgt,EDD_2_haWgt,TAVG1haWgt,TAVG2haWgt,sumP1haWgt,sumP2haWgt,sfcSMgl1haWgt,sfcSMgl2haWgt,sfcSMfl1haWgt,sfcSMfl2haWgt,country,state,ProdAnomLinAbs,sfcSMfl2,TAV1,TAV2,CDD1haWgt,TAV1haWgt,EDD2haWgt,TAV2haWgt
1996,Uruguay,Uruguay,22,,,2.5957,649700,250300,0.188929432,,0.155869883,0.048843956,0.124897075,0.412475387,0.12088,0.2882,0.350032007,2.183224613,2.47482,2.3075,2.245667993,30256.264,72136.46,87613.01147,,,546461.1207,619447.446,577567.25,562090.6985,,,1.192301631,1.192301631,,,,-1.236903191,,-1.461084247,,,,0.981747925,,,,,-0.927917302,,-1.318695188,,-1.797035098,,,103242.5893,-2.0513377,,1.1923016,,,0.9817479,0.9817479
1996,Venezuela,Venezuela,38,,,0.8704,517,594,-0.484284351,,-0.222498494,-0.06579371,-0.218990838,-0.817351771,-0.0613,-0.244055556,-0.249083363,1.687751771,0.9317,1.114455556,1.119483363,-36.4122,-144.969,-147.9555175,,,1002.524552,553.4298,661.9866,664.9731175,,,,,,,,,,,,,,,,,,,,,,,,,,-485.5069519,,,,,,,
1996,Yemen,Yemen,0,,,1.4096,144926,102815,-0.015315105,,-0.072740814,-0.063985763,-0.090548048,-0.021923939,-0.09636,-0.140344444,-0.110579062,1.431523939,1.50596,1.549944444,1.520179062,-9907.2534,-14429.51406,-11369.18628,,,147182.1338,154835.2774,159357.5381,156297.2103,,,,,,,,,,,,,,,,,,,,,,,,,,-2254.109811,,,,,,,
1996,Yugoslavia,Yugoslavia,,,,2.918570982,2551155,874111,-0.200177402,,-0.167384387,-0.168713228,-0.153149585,-0.730451927,-0.59233654,-0.527812145,-0.586733191,3.64902291,3.510907522,3.446383128,3.505304174,-517767.8852,-461366.4023,-512869.9365,,,3189651.065,3068922.885,3012521.402,3064024.936,,,,,,,,,,,,,,,,,,,,,,,,,,-638496.0646,,,,,,,
1996,Zambia,Zambia,17,,,5.5771,57595,10327,0.087985618,,-0.004963347,-0.004338201,-0.003476345,0.45102121,-0.0243,-0.019455556,-0.027819161,5.12607879,5.6014,5.596555556,5.604919161,-250.9461,-200.9175222,-287.288476,,,52937.01567,57845.6578,57795.62922,57882.00018,,,0.727756977,0.727756977,,,,3.190126181,,0.748177946,,,,0.815945327,,,,,2.514863253,,0.856962085,,0.120879665,,,4657.696031,-0.02131773,,0.727757,,,0.8159453,0.8159453
1996,Zimbabwe,Zimbabwe,17,,,5.4999,263134,47843,0.374958531,,0.015376906,0.014711743,0.013061569,1.499852088,0.07974,0.070911111,0.083290692,4.000047912,5.42016,5.428988889,5.416609308,3815.00082,3392.600289,3984.876584,,,191374.2922,259316.7149,259739.1154,259146.8391,,,-0.346604198,-0.346604198,,,,2.547813177,,0.439189851,,,,-0.413015783,,,,,2.412025452,,0.207656577,,0.489400923,,,71757.42346,0.48332816,,-0.3466042,,,-0.41301578,-0.41301578
1997,Afghanistan,Afghanistan,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.900723457,-0.900723457,,,,-0.951991141,,-2.012078762,,,,-1.015609026,,,,,-1.22335279,,-1.993808627,,-2.109816313,,,,-2.0166554,,-0.90072346,,,-1.015609,-1.015609
1997,Albania,Albania,6,,,2.8516,388391,136200,-0.069417697,,0.053986502,0.080552629,0.046044989,-0.212717889,0.21258,0.125522222,0.146062505,3.064317889,2.63902,2.726077778,2.705537495,28953.396,17096.12667,19893.71314,,,417360.0965,359434.524,371291.7933,368494.2069,,,,,,,,-0.789997816,,,,,,,,,,,-0.789997816,,,,-0.094993711,,,-28972.17651,-0.17802908,,,,,,
1997,Algeria,Algeria,18,,,0.8016,661514,825240,-0.280579522,,-0.182082678,-0.191739937,-0.160940662,-0.312630169,-0.19016,-0.153755556,-0.178450157,1.114230169,0.99176,0.955355556,0.980050157,-156927.6384,-126885.2347,-147264.2077,,,919507.3043,818440.0224,788397.6187,808776.5917,,,1.059384227,1.059384227,,,,-1.733451366,,-1.969688892,,,,1.486078739,,,,,-2.208757401,,-2.154937506,,-1.765176177,,,-257994.9203,-1.5750304,,1.0593842,,,1.4860787,1.4860787
1997,Angola,Angola,36,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,Argentina,Argentina,22,,,2.2426,16106700,7182040,-0.020791372,,-0.006043111,-0.003829035,-0.019637939,-0.047616748,-0.00862,-0.044922222,-0.013634677,2.290216748,2.25122,2.287522222,2.256234677,-61909.1848,-322633.1969,-97924.79288,,,16448428.29,16168352.09,16429076.1,16204367.7,,,1.768618345,1.768618345,,,,-0.186739281,,-0.293525875,,,,1.09019053,,,,,0.021286083,,-0.02466806,,-0.346483469,,,-341985.39,-0.52207947,,1.7686183,,,1.0901905,1.0901905
1997,Australia,Australia,20,,,1.8412,19224000,10441000,0.132166707,,0.005608722,-0.05290989,0.006517448,0.214937729,-0.10286,0.011922222,0.010269183,1.626262271,1.94406,1.829277778,1.830930817,-1073961.26,124479.9222,107220.5365,,,16979804.37,20297930.46,19099489.28,19116748.66,,,0.26634708,0.26634708,,,,-0.805841208,,-0.468538582,,,,1.1939466,,,,,-0.578704715,,-0.470720977,,-0.239333719,,,2244164.828,-0.39874074,,0.26634708,,,1.1939466,1.1939466
1997,Austria,Austria,40,,,5.2044,1352281,259832,0.086856374,,0.03097546,0.008346702,0.04203782,0.415910809,0.04308,0.209955556,0.1563652,4.788489191,5.16132,4.994444444,5.0480348,11193.56256,54553.17191,40628.6826,,,1244202.723,1341076.098,1297716.489,1311640.978,,,0.720025599,0.720025599,,,,0.179720581,,-0.189262167,,,,0.880910575,,,,,-0.924365044,,0.038140979,,0.878877461,,,108066.9374,0.70437235,,0.7200256,,,0.8809106,0.8809106
1997,Bangladesh,Bangladesh,19,,,2.0544,1454100,707802,-0.010236133,,0.008249325,-0.00842721,0.003849349,-0.021246595,-0.01746,0.007877778,0.016808753,2.075646595,2.07186,2.046522222,2.037591247,-12358.22292,5575.906867,11897.26922,,,1469146.811,1466466.652,1448532.522,1442211.16,,,-0.168592364,-0.168592364,,,,0.626103163,,-0.024538886,,,,-0.147280067,,,,,0.745582044,,-0.337556154,,-0.820164979,,,-15038.38268,-0.75239545,,-0.16859236,,,-0.14728007,-0.14728007
1997,Belgium-Luxembourg,Belgium-Luxembourg,,,,7.9337,1717654,216500,0.102275885,,0.011328625,-0.013515866,0.014351463,0.736137117,-0.1087,0.112249264,0.088871121,7.197562883,8.0424,7.821450736,7.844828879,-23533.55,24301.96563,19240.59779,,,1558272.364,1741179.6,1693344.084,1698405.452,,,,,,,,,,,,,,,,,,,,,,,,,,159373.6858,,,,,,,
1997,Bhutan,Bhutan,19,,,1.5385,20000,13000,0.130704104,,0.164135587,0.049139412,0.184008004,0.177843402,0.07206,0.2391,0.216918547,1.360656598,1.46644,1.2994,1.321581453,936.78,3108.3,2819.941117,,,17688.53578,19063.72,16892.2,17180.55888,,,,,,,,,,,,,,,,,,,,,,,,,,2311.96422,,,,,,,
1997,Bolivia,Bolivia,2,,,1.0641,168547,158396,0.100697789,,0.179923306,0.166878674,0.170526908,0.097349625,0.15218,0.155022222,0.162261724,0.966750375,0.91192,0.909077778,0.901838276,24104.70328,24554.89991,25701.60805,,,153129.3924,144444.4803,143994.2837,142847.5756,,,1.309046984,1.309046984,,,,-0.49906984,,1.459380746,,,,1.343430638,,,,,-0.555101037,,0.983153582,,0.087572418,,,15419.79118,0.16707888,,1.309047,,,1.3434306,1.3434306
1997,Botswana,Botswana,17,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338531256,0.338531256,,,,-0.207068101,,2.373303652,,,,0.338531166,,,,,-0.207067549,,2.373302937,,1.49945116,,,,1.4800396,,0.33853126,,,0.33853117,0.33853117
1997,Brazil,Brazil,0,,,1.6359,2489070,1521545,-0.080718762,,-0.023342562,-0.048043015,-0.024527439,-0.143642465,-0.08256,-0.041133333,-0.039098763,1.779542465,1.71846,1.677033333,1.674998763,-125618.7552,-62586.21767,-59490.5268,,,2707653.941,2614714.221,2551681.683,2548585.992,,,1.285128474,1.285128474,,,,0.621539414,,0.521719456,,,,1.262751341,,,,,0.45573163,,0.473503351,,-0.421352088,,,-218558.4752,-0.23196451,,1.2851285,,,1.2627513,1.2627513
1997,Bulgaria,Bulgaria,6,,,2.9502,3574840,1211720,-0.185532848,,0.055622433,0.110642623,0.069154077,-0.672045529,0.2939,0.190822222,0.155450753,3.622245529,2.6563,2.759377778,2.794749247,356124.508,231223.1031,188362.7864,,,4389147.352,3218691.836,3343593.241,3386453.558,,,0.000475065,0.000475065,,,,0.160392031,,0.015055978,,,,0.34756279,,,,,0.241014555,,0.107498668,,0.465992749,,,-814331.0083,0.38987008,,0.000475065,,,0.3475628,0.3475628
1997,Burundi,Burundi,9,,,0.7774,9739,12528,0.056789812,,0.002122324,0.017485995,-0.004099411,0.041775951,0.01336,-0.0032,0.0016464,0.735624049,0.76404,0.7806,0.7757536,167.37408,-40.0896,20.62610357,,,9215.898082,9571.89312,9779.3568,9718.641096,,,,,,,,,,,,,,,,,,,,,,,,,,523.3691176,,,,,,,
1997,Cameroon,Cameroon,24,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,Canada,Canada,7,,,2.1285,24299400,11416000,-0.117177326,,-0.060911592,-0.087084073,-0.059928255,-0.282516461,-0.20304,-0.135688889,-0.138059763,2.411016461,2.33154,2.264188889,2.266559763,-2317904.64,-1549024.356,-1576090.255,,,27524163.92,26616860.64,25847980.36,25875046.25,0.188656375,-0.042559572,-0.428544492,-0.428544492,,,0.044933837,1.057679892,0.925594032,0.825015783,0.124971695,,0.1165822,-0.482692599,,,,-0.414803535,0.849110365,0.074427225,-0.241099656,-0.133710936,1.463495255,,,-3225207.919,1.5305953,0.11593084,-0.4285445,0.22564706,0.25440738,-0.4826926,-0.4826926
1997,Chad,Chad,12,,,3,3600,1200,0.717505384,,0.563279117,0.545467659,0.588356757,1.253280584,1.05884,1.111255556,1.080956901,1.746719416,1.94116,1.888744444,1.919043099,1270.608,1333.506667,1297.148282,,,2096.063299,2329.392,2266.493333,2302.851718,,,,,,,,,,,,,,,,,,,,,,,,,,1503.936701,,,,,,,
1997,Chile,Chile,0,,,4.0174,1676887,417406,0.044166077,,0.065003607,0.067662379,0.069987808,0.169927756,0.2546,0.262777778,0.245206204,3.847472244,3.7628,3.754622222,3.772193796,106271.5676,109685.0211,102350.5408,,,1605958,1570615.297,1567201.843,1574536.324,,,,,,,,1.369407415,,0.975193739,,,,,,,,,0.888277948,,1.102157593,,1.681123972,,,70928.86486,1.8293998,,,,,,
1997,China,China,37,,,4.1019,123290000,30057000,0.11209526,,0.100782072,0.078919266,0.102045751,0.41345698,0.30004,0.379822222,0.375549341,3.68844302,3.80186,3.722077778,3.726350659,9018302.28,11416316.53,11287886.56,,,110863531.9,114272506,111874491.8,112002921.7,1.683981776,1.948262453,1.42039609,1.42039609,,,-1.092501521,0.223608792,-1.127624273,0.858738601,-1.163376808,,1.831172228,0.285257965,,,,-1.513221502,1.226822257,-1.251914978,1.204676628,-1.361013293,0.041265633,,,12427276.44,-0.35226598,1.3492472,1.4203961,1.8207247,1.6739147,0.28525797,0.28525797
1997,Colombia,Colombia,38,,,2.1243,50181,23622,0.243290138,,0.066638948,-0.000743222,0.081912943,0.415688362,-0.00158,0.160833333,0.132716995,1.708611638,2.12588,1.963466667,1.991583005,-37.32276,3799.205,3135.040865,,,40360.82412,50217.53736,46381.0096,47045.17374,,,,,,,,,,,,,,,,,,,,,,,,,,9819.390477,,,,,,,
1997,Cyprus,Cyprus,12,,,2.1905,11500,5250,0.22770162,,-0.063469251,-0.1457841,-0.068149913,0.406271679,-0.37384,-0.1602,-0.148451499,1.784228321,2.56434,2.3507,2.338951499,-1962.66,-841.05,-779.3703676,,,9367.198684,13462.785,12341.175,12279.49537,,,,,,,,,,,,,,,,,,,,,,,,,,2132.926316,,,,,,,
1997,Czechoslovakia,Czechoslovakia,,,,4.464118095,5526230,1237922,-0.037921167,,0.009389443,0.006399942,0.019376627,-0.175957064,0.028388413,0.08485534,0.041525677,4.640075159,4.435729681,4.379262754,4.422592417,35142.64138,105044.2926,51405.54962,,,5744051.12,5491087.359,5421185.707,5474824.45,,,,,,,,,,,,,,,,,,,,,,,,,,-217821.1204,,,,,,,
1997,Dem. Rep. Congo,Dem. Rep. Congo,,,,1.2894,10342,8021,0.158165959,,0.013230536,-0.000124073,0.002184933,0.176088052,-0.00016,0.002811111,0.016836695,1.113311948,1.28956,1.286588889,1.272563305,-1.28336,22.54792222,135.0471293,,,8929.875135,10343.56076,10319.72948,10207.23027,,,,,,,,,,,,,,,,,,,,,,,,,,1412.402265,,,,,,,
1997,Denmark,Denmark,16,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.879422724,-0.879422724,,,,-0.356484681,,-0.268412441,,,,0.573726296,,,,,-0.359870464,,-0.261502892,,-0.524592102,,,,-0.5005146,,-0.8794227,,,0.5737263,0.5737263
1997,Ecuador,Ecuador,0,,,0.5976,19302,32300,-0.357237167,,-0.0707324,-0.083098073,-0.068981634,-0.332136396,-0.05416,-0.044277778,-0.045487094,0.929736396,0.65176,0.641877778,0.643087094,-1749.368,-1430.172222,-1469.233129,,,30030.4856,21051.848,20732.65222,20771.71313,,,,,,,,,,,,,,,,,,,,,,,,,,-10728.0056,,,,,,,
1997,Egypt,Egypt,12,,,5.5994,5849134,1044593,0.055061914,,-0.030356663,-0.034459688,-0.030798523,0.292223306,-0.19984,-0.177933333,-0.175300644,5.307176694,5.79924,5.777333333,5.774700644,-208751.4651,-185867.9145,-183117.8252,,,5543839.625,6057845.509,6034961.959,6032211.869,,,-1.388160706,-1.388160706,,,,0.362496167,,0.56245178,,,,-1.429577351,,,,,0.240969136,,-0.323436797,,-1.12684679,,,305254.4194,-1.0668614,,-1.3881607,,,-1.4295774,-1.4295774
1997,Eritrea,Eritrea,9,,,0.3434,9635,28061,-0.389333649,,-0.404904015,-0.417472434,-0.45360041,-0.218936535,-0.2461,-0.285077778,-0.233649768,0.562336535,0.5895,0.628477778,0.577049768,-6905.8121,-7999.567522,-6556.446141,,,15779.72552,16541.9595,17635.71492,16192.59354,,,-0.173347935,-0.173347935,,,,0.365249783,,0.032798577,,,,0.030258361,,,,,-0.270915151,,-0.201754704,,-0.857585907,,,-6143.578117,-1.0040232,,-0.17334794,,,0.030258361,0.030258361
1997,Eswatini,Eswatini,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,Ethiopia,Ethiopia,9,,,1.2917,1092820,846000,-0.228747291,,0.011252324,0.024752083,0.018414206,-0.383107731,0.0312,0.023355556,0.014372898,1.674807731,1.2605,1.268344444,1.277327102,26395.2,19758.8,12159.472,,,1416887.34,1066383,1073019.4,1080618.728,,,0.38723278,0.38723278,,,,-1.586771727,,-0.701128364,,,,0.385060191,,,,,-1.509640813,,-0.624305308,,-0.388033122,,,-324109.1403,-0.19758339,,0.38723278,,,0.3850602,0.3850602
1997,Finland,Finland,16,,,3.7188,464100,124800,0.13197559,,0.093301772,0.11864468,0.078948556,0.433570149,0.39442,0.272111111,0.317360346,3.285229851,3.32438,3.446688889,3.401439654,49223.616,33959.46667,39606.57112,,,409996.6854,414882.624,430146.7733,424499.6689,,,,,,,,,,,,,,,,,,,,,,,,,,54109.55461,,,,,,,
1997,Former USSR,Former USSR,,,,1.776761291,81222640,45713873,-0.04621501,,0.086671698,0.139306055,0.0901937,-0.086091772,0.217249443,0.146994681,0.141712458,1.862853063,1.559511848,1.629766609,1.635048833,9931313.441,6719696.195,6478225.305,,,85158228.35,71291326.56,74502943.8,74744414.7,,,,,,,,,,,,,,,,,,,,,,,,,,-3935588.354,,,,,,,
1997,France,France,40,,,6.6288,33862198,5108308,0.067331513,,-0.042171605,-0.056226615,-0.037683441,0.418171046,-0.39492,-0.259577778,-0.291855134,6.210628954,7.02372,6.888377778,6.920655134,-2017372.995,-1326003.239,-1490885.917,,,31725805.57,35879325.07,35187955.31,35352837.99,,,-0.44691062,-0.44691062,,,,-0.369039863,,-1.368418694,,,,-0.025999749,,,,,-0.50920105,,-1.483772278,,-0.71493125,,,2136146.498,-0.5016729,,-0.44691062,,,-0.02599975,-0.02599975
1997,Germany,Germany,40,,,7.2902,19826755,2719643,0.118864448,,0.023110017,0.006483286,0.013560108,0.774486671,0.04696,0.097533333,0.164671095,6.515713329,7.24324,7.192666667,7.125528905,127714.4353,265255.8473,447846.5919,,,17720414.14,19699026.96,19561485.55,19378894.81,,,-0.450017482,-0.450017482,,,,-0.366838366,,-0.189118981,,,,-0.806613624,,,,,-0.309573442,,-0.121595837,,0.246521249,,,2106327.254,0.14646144,,-0.45001748,,,-0.8066136,-0.8066136
1997,Greece,Greece,12,,,2.4172,2081482,861104,-0.032728491,,-0.02826381,-0.017006775,-0.033871433,-0.081788109,-0.04182,-0.084744444,-0.070306409,2.498988109,2.45902,2.501944444,2.487506409,-36011.36928,-72973.78009,-60541.12985,,,2151888.656,2117471.958,2154434.369,2142001.719,,,-0.152755946,-0.152755946,,,,-0.374579221,,0.164481968,,,,0.331388324,,,,,-0.445816934,,0.187233567,,-0.095264442,,,-70428.06758,-0.07227092,,-0.15275595,,,0.33138832,0.33138832
1997,Guatemala,Guatemala,3,,,2.0408,23000,11270,0.044921858,,-0.022800913,0.002662893,-0.049734848,0.087735295,0.00542,-0.106811111,-0.047617834,1.953064705,2.03538,2.147611111,2.088417834,61.0834,-1203.761222,-536.6529862,,,22011.03923,22938.7326,24203.57722,23536.46899,,,,,,,,,,,,,,,,,,,,,,,,,,988.7767729,,,,,,,
1997,Honduras,Honduras,3,,,0.6667,1000,1500,0.169306367,,0.17236477,0.192398837,0.172281615,0.096532917,0.107575,0.09798,0.098020339,0.570167083,0.559125,0.56872,0.568679661,161.3625,146.97,147.0305087,,,855.2506238,838.6875,853.08,853.0194913,,,,,,,,,,,,,,,,,,,,,,,,,,144.7993762,,,,,,,
1997,Hungary,Hungary,6,,,4.2153,5258817,1247569,0.005585223,,0.07421028,0.086893742,0.084721484,0.023412628,0.337,0.329233333,0.29120797,4.191887372,3.8783,3.886066667,3.92409203,420430.753,410741.3004,363302.0355,,,5229668.737,4838446.853,4848136.305,4895575.57,,,0.07624694,0.07624694,,,,-0.907903433,,0.886404574,,,,0.091420069,,,,,-0.877201915,,0.852947652,,0.596021533,,,29208.86838,0.580756,,0.07624694,,,0.09142007,0.09142007
1997,India,India,33,,,2.6789,69350200,25887100,0.116978505,,0.050261646,0.046772429,0.048771364,0.280554832,0.1197,0.124577778,0.128202267,2.398345168,2.5592,2.554322222,2.550697733,3098685.87,3224957.391,3318784.897,,,62086201.2,66250266.32,66123994.8,66030167.29,0.269904673,0.428555459,0.138001293,0.138001293,,,-0.590819657,-1.017432213,-0.455373347,0.023675911,,,0.428555429,0.128199309,,,,-0.590819418,-0.707670867,-0.455373496,0.048713326,,-0.622259915,,,7262750.989,-0.54231924,-1.2891098,0.1380013,0.26990527,-1.2891098,0.12819931,0.12819931
1997,Iran,Iran,25,,,1.5947,10044716,6298995,0.044598168,,-0.060385935,-0.078389218,-0.05077381,0.068084265,-0.13564,-0.0853,-0.102486175,1.526615735,1.73034,1.68,1.697186175,-854395.6818,-537304.2735,-645559.9019,,,9616144.881,10899403.01,10582311.6,10690567.23,,,-1.572070837,-1.572070837,,,,-0.829856873,,-1.117516518,,,,-1.120553017,,,,,-1.244268537,,-1.542999148,,-1.854951024,,,428862.4453,-1.7698876,,-1.5720708,,,-1.120553,-1.120553
1997,Iraq,Iraq,25,,,0.7566,1063000,1405000,-0.458040896,,-0.007846859,-0.017657751,0.090498535,-0.639446296,-0.0136,0.062788889,-0.005983888,1.396046296,0.7702,0.693811111,0.762583888,-19108,88218.38889,-8407.362838,,,1961445.046,1082131,974804.6111,1071430.363,,,-0.277799547,-0.277799547,,,,-0.709809542,,-0.07044369,,,,-0.227060989,,,,,-0.746306062,,-0.193584189,,-1.132122278,,,-898422.0462,-1.0079726,,-0.27779955,,,-0.22706099,-0.22706099
1997,Ireland,Ireland,7,,,7.721,725000,93900,0.009582123,,-0.072352059,-0.075575117,-0.071001432,0.073281378,-0.63122,-0.5901,-0.602200708,7.647718622,8.35222,8.3111,8.323200708,-59271.558,-55410.39,-56546.64652,,,718120.7786,784273.458,780412.29,781548.5465,,,,,,,,-0.657781184,,,,,,,,,,,-0.657780886,,,,0.318977296,,,6881.121409,0.27529132,,,,,,
1997,Israel,Israel,12,,,1.4055,116000,82530,-0.341371267,,-0.25093397,-0.218428516,-0.230280092,-0.728479174,-0.3928,-0.420488889,-0.47083659,2.133979174,1.7983,1.825988889,1.87633659,-32417.784,-34702.948,-38858.14374,,,176117.3012,148413.699,150698.863,154854.0587,,,,,,,,,,,,,,,,,,,,,,,0.32536751,,,-60121.38622,0.3231901,,,,,,
1997,Italy,Italy,40,,,2.8563,6758351,2366121,-0.123031564,,-0.121272544,-0.118415042,-0.121057328,-0.400715742,-0.38366,-0.3934,-0.394195907,3.257015742,3.23996,3.2497,3.250495907,-907785.9829,-930832.0014,-932715.2145,,,7706493.345,7666137.395,7689183.414,7691066.627,,,-0.229799941,-0.229799941,,,,0.046710487,,0.359839499,,,,0.328746319,,,,,-0.148007393,,0.545769513,,0.543221951,,,-948141.933,0.50348324,,-0.22979994,,,0.32874632,0.32874632
1997,Japan,Japan,37,,,3.6387,573100,157500,0.003255406,,0.062005546,0.099139103,0.066316962,0.011807011,0.3282,0.2263,0.212446707,3.626892989,3.3105,3.4124,3.426253293,51691.5,35642.25,33460.35631,,,571235.6458,521403.75,537453,539634.8937,,,-0.367820233,-0.367820233,,,,-1.537875056,,0.291400641,,,,0.289861739,,,,,-1.525125861,,0.649879754,,0.369876474,,,1859.604202,-0.10339518,,-0.36782023,,,0.28986174,0.28986174
1997,Jordan,Jordan,12,,,1.1018,41782,37920,-0.021900029,,-0.247903033,-0.271248098,-0.264775011,-0.024669719,-0.4101,-0.396788889,-0.363170674,1.126469719,1.5119,1.498588889,1.464970674,-15550.992,-15046.23467,-13771.43195,,,42715.73176,57331.248,56826.49067,55551.68795,,,,,,,,,,,,,,,,,,,,,,,,,,-935.475762,,,,,,,
1997,Kenya,Kenya,9,,,1.6132,252000,156214,-0.194145844,,-0.135912687,-0.130753397,-0.115430075,-0.388651064,-0.24266,-0.210511111,-0.253740963,2.001851064,1.85586,1.823711111,1.866940963,-37906.88924,-32884.78271,-39637.89086,,,312717.1621,289911.314,284889.2075,291642.3157,,,0.242340595,0.242340595,,,,-0.591376245,,0.433197409,,,,-1.762027144,,,,,-0.838968456,,0.403176367,,0.171211034,,,-60712.73729,0.10974717,,0.2423406,,,-1.7620271,-1.7620271
1997,Kuwait,Kuwait,25,,,3.1489,296,94,0.186174413,,0.093043326,0.064810431,0.099979817,0.494231373,0.19166,0.286211111,0.268044388,2.654668627,2.95724,2.862688889,2.880855612,18.01604,26.90384444,25.19617248,,,249.538851,277.98056,269.0927556,270.8004275,,,,,,,,,,,,,,,,,,,,,,,,,,46.45774902,,,,,,,
1997,Lebanon,Lebanon,12,,,1.6263,58394,35906,-0.299348477,,-0.284660591,-0.227300803,-0.301070596,-0.694825335,-0.4784,-0.700544444,-0.647166244,2.321125335,2.1047,2.326844444,2.273466244,-17177.4304,-25153.74882,-23237.15117,,,83342.32626,75571.3582,83547.67662,81631.07897,,,0.826761305,0.826761305,,,,0.128316492,,0.645204663,,,,0.826761365,,,,,0.2316439,,0.645204842,,0.612915277,,,-24948.39846,0.6799519,,0.8267613,,,0.82676136,0.82676136
1997,Lesotho,Lesotho,17,,,1.6291,33722,20700,0.999529635,,0.551353507,0.38616136,0.506039813,0.814358387,0.45384,0.547388889,0.578984734,0.814741613,1.17526,1.081711111,1.050115266,9394.488,11330.95,11984.984,,,16865.15139,24327.882,22391.42,21737.386,,,-0.404806405,-0.404806405,,,,1.465384841,,1.66596961,,,,-0.835375905,,,,,1.535149097,,1.571765542,,1.967129469,,,16857.21861,1.8803594,,-0.4048064,,,-0.8353759,-0.8353759
1997,Libya,Libya,12,,,1.009,156400,155000,0.452130482,,0.207559447,0.186605122,0.22635012,0.31415886,0.158675,0.186233333,0.17343037,0.69484114,0.850325,0.822766667,0.83556963,24594.625,28866.16667,26881.70737,,,107700.3767,131800.375,127528.8333,129513.2926,,,-0.7919361,-0.7919361,,,,-0.523797572,,0.764877677,,,,-0.691224098,,,,,-1.09186101,,0.708838403,,-0.81079489,,,48694.62326,-0.42511183,,-0.7919361,,,-0.6912241,-0.6912241
1997,Madagascar,Madagascar,17,,,2.5,5000,2000,0.176716045,,0.08923423,0.099635801,0.08316805,0.375443265,0.22652,0.191955556,0.204809553,2.124556735,2.27348,2.308044444,2.295190447,453.04,383.9111111,409.6191055,,,4249.113471,4546.96,4616.088889,4590.380894,,,,,,,,,,,,,,,,,,,,,,,,,,750.8865291,,,,,,,
1997,Malawi,Malawi,17,,,0.5896,1339,2271,-0.560618189,,-0.137733734,-0.196182686,-0.146634074,-0.752285315,-0.1439,-0.101311111,-0.094179504,1.341885315,0.7335,0.690911111,0.683779504,-326.7969,-230.0775333,-213.881654,,,3047.421551,1665.7785,1569.059133,1552.863254,,,,,,,,,,,,,,,,,,,,,,,,,,-1708.439951,,,,,,,
1997,Mali,Mali,18,,,1.2752,2720,2133,-0.454351103,,-0.386741119,-0.362852375,-0.414478853,-1.061833953,-0.72622,-0.902688889,-0.804182851,2.337033953,2.00142,2.177888889,2.079382851,-1549.02726,-1925.4354,-1715.32202,,,4984.893423,4269.02886,4645.437,4435.32362,,,,,,,,,,,,,,,,,,,,,,,,,,-2264.891823,,,,,,,
1997,Malta,Malta,18,,,4.1073,9036,2200,0.010885842,,0.130070381,0.135640669,0.169021902,0.044229938,0.490575,0.59385,0.472747615,4.063070062,3.616725,3.51345,3.634552385,1079.265,1306.47,1040.044753,,,8938.754137,7956.795,7729.59,7996.015247,,,,,,,,,,,,,,,,,,,,,,,,,,97.30586263,,,,,,,
1997,Mauritania,Mauritania,18,,,1,400,400,-0.32492278,,-0.170725475,0,0,-0.48131202,0,0,-0.20587329,1.48131202,1,1,1.20587329,0,0,-82.34931601,,,592.5248082,400,400,482.349316,,,,,,,,,,,,,,,,,,,,,,,,,,-192.5248082,,,,,,,
1997,Mexico,Mexico,0,,,4.7347,3656594,772303,0.065098709,,0.079145088,0.102323524,0.077071817,0.289384313,0.4395,0.3388,0.347245474,4.445315687,4.2952,4.3959,4.387454526,339427.1685,261656.2564,268178.7215,,,3433130.641,3317195.846,3394966.758,3388444.293,,,-0.484296083,-0.484296083,,,,0.157313958,,-0.226884395,,,,0.71087724,,,,,-0.669931829,,-0.609332979,,-0.285976917,,,223492.3733,-0.14421614,,-0.48429608,,,0.71087724,0.71087724
